experiment,run_id,delay_ms,run_number,injection_point,bag_file,timing_file,source_bag_path,source_timing_path,bag_duration_s,goal_ros_time_s,result_ros_time_s,mission_duration_s,observation_duration_s,result_from_bag,result_status_text,recovery_indicated_by_status,odom_path_length_m,minimum_scan_m,mean_abs_linear_cmd_m_s,max_abs_linear_cmd_m_s,mean_abs_angular_cmd_rad_s,max_abs_angular_cmd_rad_s,stop_command_fraction,mean_cmd_gap_ms,median_cmd_gap_ms,p95_cmd_gap_ms,max_cmd_gap_ms,mean_scan_age_ms,max_scan_age_ms,mean_amcl_age_ms,max_amcl_age_ms,startup_window_s,startup_path_length_5s_m,startup_net_displacement_5s_m,startup_efficiency_5s,startup_angular_sign_changes_5s,startup_reverse_cmd_count_5s,startup_mean_abs_angular_cmd_rad_s,startup_max_abs_angular_cmd_rad_s,time_to_first_motion_s,odom_messages_mission,scan_messages_mission,amcl_messages_mission,cmd_vel_messages_mission,timing_scope,timing_event_count_total,timing_event_count_condition,timing_event_count_used,requested_delay_ms_from_csv,measured_delay_ms_n,measured_delay_ms_mean,measured_delay_ms_median,measured_delay_ms_stdev,measured_delay_ms_min,measured_delay_ms_p95,measured_delay_ms_max,delay_error_ms_n,delay_error_ms_mean,delay_error_ms_median,delay_error_ms_stdev,delay_error_ms_min,delay_error_ms_p95,delay_error_ms_max,internal_interval_median_ms,internal_interval_max_ms,internal_displacement_median_ms,internal_displacement_max_ms,pose_displacement_scope,pose_displacement_sample_count,te1_legacy_control_rows_excluded,te1_legacy_control_check_mismatches,te1_unknown_hook_rows_excluded,pose_temporal_displacement_ms_n,pose_temporal_displacement_ms_mean,pose_temporal_displacement_ms_median,pose_temporal_displacement_ms_stdev,pose_temporal_displacement_ms_min,pose_temporal_displacement_ms_p95,pose_temporal_displacement_ms_max,tf_temporal_displacement_ms_n,tf_temporal_displacement_ms_mean,tf_temporal_displacement_ms_median,tf_temporal_displacement_ms_stdev,tf_temporal_displacement_ms_min,tf_temporal_displacement_ms_p95,tf_temporal_displacement_ms_max,tf_timestamp_lag_ms_n,tf_timestamp_lag_ms_mean,tf_timestamp_lag_ms_median,tf_timestamp_lag_ms_stdev,tf_timestamp_lag_ms_min,tf_timestamp_lag_ms_p95,tf_timestamp_lag_ms_max,tf_future_margin_ms_n,tf_future_margin_ms_mean,tf_future_margin_ms_median,tf_future_margin_ms_stdev,tf_future_margin_ms_min,tf_future_margin_ms_p95,tf_future_margin_ms_max,nominal_controller_period_ms,scheduling_displacement_ms_n,scheduling_displacement_ms_mean,scheduling_displacement_ms_median,scheduling_displacement_ms_stdev,scheduling_displacement_ms_min,scheduling_displacement_ms_p95,scheduling_displacement_ms_max,planner_computation_ms_n,planner_computation_ms_mean,planner_computation_ms_median,planner_computation_ms_stdev,planner_computation_ms_min,planner_computation_ms_p95,planner_computation_ms_max,command_ready_latency_ms_n,command_ready_latency_ms_mean,command_ready_latency_ms_median,command_ready_latency_ms_stdev,command_ready_latency_ms_min,command_ready_latency_ms_p95,command_ready_latency_ms_max,command_publish_latency_ms_n,command_publish_latency_ms_mean,command_publish_latency_ms_median,command_publish_latency_ms_stdev,command_publish_latency_ms_min,command_publish_latency_ms_p95,command_publish_latency_ms_max,command_publish_interval_ms_n,command_publish_interval_ms_mean,command_publish_interval_ms_median,command_publish_interval_ms_stdev,command_publish_interval_ms_min,command_publish_interval_ms_p95,command_publish_interval_ms_max,effective_publish_rate_hz_n,effective_publish_rate_hz_mean,effective_publish_rate_hz_median,effective_publish_rate_hz_stdev,effective_publish_rate_hz_min,effective_publish_rate_hz_p95,effective_publish_rate_hz_max,diagnostic_period_exceedance_ratio,deadline_miss_ratio,valid_command_ratio,zero_command_publish_intervals,negative_command_publish_intervals_excluded,te4_invalid_rows_excluded,te4_nonincreasing_publish_rows_excluded,te4_timestamp_order_rows_excluded,te4_latency_consistency_rows_excluded
T-E2,te2_200ms_run-01,200,1,AMCL TF publication before tfb_->sendTransform(),amcl_sendTransform/delay200/delay200_run-1.bag,amcl_sendTransform/delay200/delay_results-1.csv,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay200_run-1.bag,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay_results-1.csv,34.172,57.429,80.531,23.102,,SUCCEEDED,Goal reached.,no,4.434058511,0.264692158,0.193118866,0.219999999,0.298943618,1.50595941,0.021551724,100.008658009,100,123.5,161,0.982608696,8,42.275862069,136,5,0.951367338,0.87847115,0.923377453,1,0,0.405691359,1.231732845,0.129,693,115,29,232,condition_rows_all_recording,568,414,414,200,414,200.671439614,200.3015,6.351878133,200.024,200.76995,329.449,414,0.671439614,0.3015,6.351878133,0.024,0.76995,129.449,,,227,336,,,,,,,,,,,,,414,228.142512077,227,18.072666865,166,253.7,336,414,-271.857487923,-273,18.072666865,-334,-246.3,-164,414,271.857487923,273,18.072666865,164,297,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-E2,te2_200ms_run-02,200,2,AMCL TF publication before tfb_->sendTransform(),amcl_sendTransform/delay200/delay200_run-2.bag,amcl_sendTransform/delay200/delay_results-2.csv,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay200_run-2.bag,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay_results-2.csv,29.427,20.412,44.414,24.002,,SUCCEEDED,Goal reached.,no,4.464189689,0.26084277,0.187012888,0.219999999,0.310679921,1.629918316,0.020746888,100.004166667,100,117.05,131,0.508333333,5,59.21875,160,5,0.943001816,0.87543218,0.92834623,1,0,0.399281809,1.25442493,0.131,720,120,32,241,condition_rows_all_recording,235,235,235,200,235,200.98373617,200.294,9.632181391,200.032,200.8001,347.957,235,0.98373617,0.294,9.632181391,0.032,0.8001,147.957,,,229,356,,,,,,,,,,,,,235,242.604255319,229,34.367682329,151,322.3,356,235,-257.395744681,-271,34.367682329,-349,-177.7,-144,235,257.395744681,271,34.367682329,144,286,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-E2,te2_200ms_run-03,200,3,AMCL TF publication before tfb_->sendTransform(),amcl_sendTransform/delay200/delay200_run-3.bag,amcl_sendTransform/delay200/delay_results-3.csv,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay200_run-3.bag,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay_results-3.csv,29.26,25.658,49.259,23.601,,SUCCEEDED,Goal reached.,no,4.444780166,0.269047678,0.188608453,0.219999999,0.29083625,1.472396458,0.037974684,100.004237288,100,118.25,142,0.322033898,3,39.75,107,5,0.949392816,0.882541372,0.929585055,1,0,0.399012642,1.121427894,0.142,708,118,28,237,condition_rows_all_recording,267,267,267,200,267,200.335086142,200.28,0.291690349,198.355,200.7269,202.863,267,0.335086142,0.28,0.291690349,-1.645,0.7269,2.863,,,225,309,,,,,,,,,,,,,267,228.247191011,225,21.979970838,78,275,309,267,-271.752808989,-275,21.979970838,-422,-225,-191,267,271.752808989,275,21.979970838,191,293,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-E2,te2_200ms_run-04,200,4,AMCL TF publication before tfb_->sendTransform(),amcl_sendTransform/delay200/delay200_run-4.bag,amcl_sendTransform/delay200/delay_results-4.csv,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay200_run-4.bag,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay_results-4.csv,27.97,28.639,52.64,24.001,,SUCCEEDED,Goal reached.,no,4.426434726,0.214486554,0.186932188,0.219999999,0.289538571,1.447784147,0.033195021,100,100,118,147,0.541666667,9,54.931034483,151,5,0.825042557,0.745934864,0.904116834,7,4,0.380543029,1.009899378,0.148,720,120,29,241,condition_rows_all_recording,287,287,287,200,287,200.389484321,200.29,0.760751643,200.025,200.6538,212.048,287,0.389484321,0.29,0.760751643,0.025,0.6538,12.048,,,226,361,,,,,,,,,,,,,287,234.839721254,226,33.647214744,59,320.7,361,287,-265.160278746,-274,33.647214744,-441,-179.3,-139,287,265.160278746,274,33.647214744,139,290,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-E2,te2_200ms_run-05,200,5,AMCL TF publication before tfb_->sendTransform(),amcl_sendTransform/delay200/delay200_run-5.bag,amcl_sendTransform/delay200/delay_results-5.csv,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay200_run-5.bag,results_delay_sendTransofrm/amcl_sendTransofrm/delay200/delay_results-5.csv,29.603,43.675,67.775,24.1,,SUCCEEDED,Goal reached.,no,4.37331163,0.233257294,0.186135286,0.219999999,0.266377815,1.403115398,0.053719008,100,100,117,137,0.520661157,4,60.379310345,173,5,0.67572648,0.619180415,0.916318115,5,0,0.325193019,1.337299466,0.134,723,121,29,242,condition_rows_all_recording,357,357,357,200,357,200.446554622,200.29,1.305223118,200.025,200.9194,223.945,357,0.446554622,0.29,1.305223118,0.025,0.9194,23.945,,,231,363,,,,,,,,,,,,,357,239.274509804,231,30.255888926,87,318,363,357,-260.725490196,-269,30.255888926,-413,-182,-137,357,260.725490196,269,30.255888926,137,282.2,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-E4,te4_0ms_run-01,0,1,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/baseline/baseline_run-1.bag,move_base_computeVelocityCommands/baseline/baseline_results-1.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_run-1.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_results-1.csv,29.635,81.526,104.627,23.101,,SUCCEEDED,Goal reached.,no,4.431315894,0.276019305,0.191094859,0.219999999,0.28621269,1.503699976,0.025751073,99.573275862,100,114,135,0.370689655,5,24,47,5,0.964985162,0.902307625,0.935048186,1,0,0.380496172,1.314326406,0.042,693,116,30,233,valid_condition_rows_all_recording,231,231,231,0,231,0.369991342,0.351,0.215420135,0.054,0.719,1.405,231,0.369991342,0.351,0.215420135,0.054,0.719,1.405,100,135,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,231,0.285714286,0,0.586599846,0,1,6,231,31.66674026,31.759,12.123992491,0.071,46.8745,82.939,231,29.909090909,30,11.916574301,0,46,83,231,29.909090909,30,11.916574301,0,46,83,230,99.82173913,100,10.179114525,46,115.55,135,230,10.13946223,10,1.268589799,7.407407407,11.983648881,21.739130435,0,0,1,0,0,0,0,0,0
T-E4,te4_0ms_run-02,0,2,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/baseline/baseline_run-2.bag,move_base_computeVelocityCommands/baseline/baseline_results-2.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_run-2.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_results-2.csv,31.132,25.69,49.689,23.999,,SUCCEEDED,Goal reached.,no,4.455687644,0.262123495,0.189432178,0.219999999,0.28752823,1.438160886,0.029045643,99.995833333,100,119,137,0.416666667,6,27.6,64,5,0.820163119,0.750943988,0.915603215,7,4,0.392357647,1.039111853,0.119,720,120,30,241,valid_condition_rows_all_recording,239,239,239,0,239,0.449464435,0.36,0.713120788,0.054,0.8891,9.7,239,0.449464435,0.36,0.713120788,0.054,0.8891,9.7,100,137,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,239,0.30125523,0,0.69303141,0,1,7,239,31.228129707,31.58,11.490373265,0.069,46.6999,64.422,239,29.330543933,30,11.959821924,0,49.1,59,239,29.334728033,30,11.97041552,0,49.1,60,238,99.920168067,100,12.351648482,67,119.15,137,238,10.168779803,10,1.327162013,7.299270073,12.523734177,14.925373134,0,0,1,0,0,0,0,0,0
T-E4,te4_0ms_run-03,0,3,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/baseline/baseline_run-3.bag,move_base_computeVelocityCommands/baseline/baseline_results-3.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_run-3.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_results-3.csv,27.557,21.256,44.556,23.3,,SUCCEEDED,Goal reached.,no,4.423071107,0.261407703,0.191224791,0.219999999,0.296180755,1.515001381,0.021459227,99.797413793,100,118,130,0.427350427,4,29.166666667,64,5,0.946384673,0.884653968,0.934772079,1,0,0.393800414,1.192744017,0.147,699,117,30,233,valid_condition_rows_all_recording,232,232,232,0,232,0.42100431,0.323,0.531721825,0.055,0.97365,7.363,232,0.42100431,0.323,0.531721825,0.055,0.97365,7.363,100,130,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,232,0.271551724,0,0.517621272,0,1,3,232,31.076142241,32.0505,11.182511445,0.076,46.04125,72.047,232,30.288793103,31,11.200968353,0,46,69,232,30.810344828,32,11.409659303,0,46.45,69,231,99.800865801,100,10.4837016,59,116.5,130,231,10.139910912,10,1.171445783,7.692307692,11.979913917,16.949152542,0,0,1,0,0,0,0,0,0
T-E4,te4_0ms_run-04,0,4,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/baseline/baseline_run-4.bag,move_base_computeVelocityCommands/baseline/baseline_results-4.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_run-4.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_results-4.csv,30.861,38.362,63.066,24.704,,SUCCEEDED,Goal reached.,no,4.455339361,0.259996057,0.182759077,0.219999999,0.312683908,1.718448953,0.024193548,100.016194332,100,120,144,0.43902439,5,20.9375,68,5,0.821312178,0.740346274,0.901418844,3,4,0.376603642,1.22422576,0.144,742,123,32,248,valid_condition_rows_all_recording,246,246,246,0,246,0.468784553,0.388,0.392573319,0.054,0.9855,3.722,246,0.468784553,0.388,0.392573319,0.054,0.9855,3.722,100,133,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,246,0.264227642,0,0.657221123,0,1,6,246,30.102361789,31.47,12.136069308,0.083,46.7585,64.764,246,29.581300813,31,12.56393835,0,46.75,60,246,29.638211382,31,12.634064871,0,47.75,60,245,99.820408163,100,10.869587962,69,119.4,133,245,10.139791116,10,1.142580158,7.518796992,12.195121951,14.492753623,0,0,1,0,0,0,0,0,0
T-E4,te4_0ms_run-05,0,5,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/baseline/baseline_run-5.bag,move_base_computeVelocityCommands/baseline/baseline_results-5.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_run-5.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/baseline/baseline_results-5.csv,34.557,23.12,48.72,25.6,,SUCCEEDED,Goal reached.,no,4.586303586,0.265177369,0.185004473,0.219999999,0.281169846,1.418299511,0.023346304,99.99609375,100,114.25,146,0.375,5,31.379310345,56,5,0.600374048,0.388384117,0.646903573,4,12,0.379213568,1.22263813,0.147,768,128,29,257,valid_condition_rows_all_recording,255,255,255,0,255,0.355435294,0.315,0.253436124,0.054,0.675,2.491,255,0.355435294,0.315,0.253436124,0.054,0.675,2.491,100,136,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,255,0.309803922,0,0.496148513,0,1,3,255,29.915941176,30.654,10.636915128,0.063,45.2381,71.802,255,28.960784314,30,10.638218104,0,44.3,64,255,28.960784314,30,10.638218104,0,44.3,64,254,99.81496063,100,8.378474007,70,113.35,136,254,10.090294947,10,0.86821108,7.352941176,11.54103181,14.285714286,0,0,1,0,0,0,0,0,0
T-E4,te4_20ms_run-01,20,1,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay20/delay20_run-1.bag,move_base_computeVelocityCommands/delay20/delay_results-1.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay20_run-1.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay_results-1.csv,31.591,60,85.2,25.2,,SUCCEEDED,Goal reached.,no,4.507268254,0.262850493,0.178509388,0.219999999,0.295179899,1.724015951,0.071146245,100,100,114,162,0.579365079,5,26.64516129,64,5,0.868388533,0.793410787,0.913658756,3,2,0.380929207,1.388113499,0.162,756,126,31,253,valid_condition_rows_all_recording,251,251,251,20,251,20.445677291,20.283,0.80684835,20.035,20.905,29.757,251,0.445677291,0.283,0.80684835,0.035,0.905,9.757,100,134,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,251,19.972111554,20,2.000804619,10,23,25,251,27.453111554,28.78,12.904880488,0.174,43.0345,73.352,251,46.342629482,48,12.590875087,17,61.5,91,251,46.573705179,48,12.816143953,17,62.5,91,250,99.856,100,9.250814791,60,115.55,134,250,10.105178098,10,1.00518502,7.462686567,11.703146375,16.666666667,0,0,1,0,0,0,0,0,0
T-E4,te4_20ms_run-02,20,2,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay20/delay20_run-2.bag,move_base_computeVelocityCommands/delay20/delay_results-2.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay20_run-2.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay_results-2.csv,30.843,17.807,42.008,24.201,,SUCCEEDED,Goal reached.,no,4.431213613,0.178944558,0.185258951,0.219999999,0.298312583,1.456558851,0.028806584,100.004132231,100,120,158,0.603305785,6,18.7,55,5,0.795576446,0.686731381,0.86318717,7,3,0.401481599,1.237800717,0.158,726,121,30,243,valid_condition_rows_all_recording,241,241,241,20,241,20.489609959,20.327,0.802593264,20.024,21.376,29.052,241,0.489609959,0.327,0.802593264,0.024,1.376,9.052,100,143,20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,241,19.925311203,20,2.44323522,12,23,34,241,30.623717842,31.016,13.424775016,0.101,49.525,113.811,241,48.771784232,49,14.008100057,15,70,123,241,49.199170124,49,14.190730518,15,70,123,240,99.85,100,12.851354877,61,121,143,240,10.19910281,10,1.473884525,6.993006993,13.333333333,16.393442623,0.008298755,0.008298755,1,0,0,0,0,0,0
T-E4,te4_20ms_run-03,20,3,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay20/delay20_run-3.bag,move_base_computeVelocityCommands/delay20/delay_results-3.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay20_run-3.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay_results-3.csv,30.267,22.241,46.343,24.102,,SUCCEEDED,Goal reached.,no,4.464601897,0.260842532,0.182796974,0.219999999,0.295924858,1.663786501,0.053497942,99.595041322,100,115,131,0.479338843,5,34.620689655,63,5,0.958783057,0.896115822,0.934638776,1,0,0.383591045,1.212275743,0.05,723,121,29,243,valid_condition_rows_all_recording,241,241,241,20,241,20.720564315,20.412,0.947002841,20.034,22.482,26.949,241,0.720564315,0.412,0.947002841,0.034,2.482,6.949,100,132,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,241,20.286307054,20,2.414577959,14,25,28,241,28.168551867,30.039,11.459955931,0.088,43.306,51.2,241,47.286307054,49,12.035926223,16,64,73,241,47.456431535,49,12.108845343,16,64,73,240,99.866666667,100,9.764964556,71,115,132,240,10.112038026,10,1.025867252,7.575757576,11.911933448,14.084507042,0,0,1,0,0,0,0,0,0
T-E4,te4_20ms_run-04,20,4,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay20/delay20_run-4.bag,move_base_computeVelocityCommands/delay20/delay_results-4.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay20_run-4.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay_results-4.csv,29.145,16.798,40.9,24.102,,SUCCEEDED,Goal reached.,no,4.414121306,0.200677842,0.185109953,0.219999999,0.311137841,1.393391579,0.033057851,100.004149378,100,117,153,0.666666667,17,28.821428571,55,5,0.830442637,0.728034727,0.876682741,5,2,0.407545298,1.288728595,0.153,723,120,28,242,valid_condition_rows_all_recording,240,240,240,20,240,20.438875,20.305,0.69380882,20.029,20.9299,28.171,240,0.438875,0.305,0.69380882,0.029,0.9299,8.171,100,137,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,240,20.0125,20,2.431455734,6,23,30,240,28.921279167,29.614,11.684729572,0.138,43.6334,82.909,240,47.916666667,48.5,11.792901441,12,63,94,240,48.479166667,49,11.895622737,12,63,94,239,99.828451883,100,9.946910869,63,117,137,239,10.122786829,10,1.090864046,7.299270073,11.764705882,15.873015873,0,0,1,0,0,0,0,0,0
T-E4,te4_20ms_run-05,20,5,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay20/delay20_run-5.bag,move_base_computeVelocityCommands/delay20/delay_results-5.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay20_run-5.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay20/delay_results-5.csv,35.72,19.869,43.471,23.602,,SUCCEEDED,Goal reached.,no,4.436617484,0.245119989,0.188557033,0.219999999,0.296332205,1.527994862,0.025316456,100.004237288,100,117,153,0.415254237,4,32.333333333,60,5,0.935828879,0.870878005,0.930595352,1,0,0.396940766,1.192791104,0.154,708,118,30,237,valid_condition_rows_all_recording,235,235,235,20,235,20.455651064,20.314,0.648238756,20.029,21.0011,25.328,235,0.455651064,0.314,0.648238756,0.029,1.0011,5.328,100,126,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,235,20.072340426,20,2.21086112,11,23,26,235,27.411642553,29.08,9.825833124,0.074,38.7009,48.623,235,46.787234043,48,10.317473706,17,60.3,72,235,46.787234043,48,10.317473706,17,60.3,72,234,99.867521368,100,8.994727393,67,114.35,126,234,10.098090013,10,0.958205645,7.936507937,11.863926293,14.925373134,0,0,1,0,0,0,0,0,0
T-E4,te4_50ms_run-01,50,1,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay50/delay50_run-1.bag,move_base_computeVelocityCommands/delay50/delay_results-1.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay50_run-1.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay_results-1.csv,29.711,40.28,63.482,23.202,,SUCCEEDED,Goal reached.,no,4.443950721,0.274565846,0.191498312,0.219999999,0.29542969,1.37,0.025862069,100.437229437,100,117,178,0.517241379,4,18.322580645,57,5,0.948288061,0.889500877,0.93800704,1,0,0.390675003,1.308401585,0.179,696,116,31,232,valid_condition_rows_all_recording,230,230,230,50,230,50.53713913,50.3155,1.045650324,50.031,51.24245,60.446,230,0.53713913,0.3155,1.045650324,0.031,1.24245,10.446,100,148,49,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,230,48.32173913,49,3.863495772,37,54.55,62,230,30.717526087,30.809,12.852041967,0.07,47.8821,102.933,230,78.439130435,79,13.492460749,42,96,148,230,78.595652174,79,13.616615148,42,96,148,229,100.305676856,100,11.252017874,71,117,148,229,10.095252236,10,1.147480541,6.756756757,12.048192771,14.084507042,0.039130435,0.039130435,1,0,0,0,0,0,0
T-E4,te4_50ms_run-02,50,2,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay50/delay50_run-2.bag,move_base_computeVelocityCommands/delay50/delay_results-2.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay50_run-2.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay_results-2.csv,31.25,38.966,62.266,23.3,,SUCCEEDED,Goal reached.,no,4.431319616,0.260901541,0.190543184,0.219999999,0.290478495,1.444419773,0.025641026,100,100,119,186,0.637931034,10,25.607142857,59,5,0.948005119,0.888436981,0.93716475,1,0,0.386549386,1.212464333,0.186,699,116,28,234,valid_condition_rows_all_recording,232,232,232,50,232,50.546732759,50.314,0.873167433,50.031,51.76135,58.645,232,0.546732759,0.314,0.873167433,0.031,1.76135,8.645,99,134,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,232,49.530172414,50,3.544270905,36,55,60,232,29.87125431,30.1285,11.758639441,0.09,44.7836,77.467,232,78.456896552,78,12.237825289,45,97.45,127,232,78.913793103,79,12.34782275,45,98,127,231,99.861471861,99,11.496609538,75,119,134,231,10.145843081,10.101010101,1.165640294,7.462686567,12.345679012,13.333333333,0.038793103,0.038793103,1,0,0,0,0,0,0
T-E4,te4_50ms_run-03,50,3,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay50/delay50_run-3.bag,move_base_computeVelocityCommands/delay50/delay_results-3.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay50_run-3.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay_results-3.csv,29.883,20.406,45.808,25.402,,SUCCEEDED,Goal reached.,no,4.583370446,0.252139956,0.18591428,0.219999999,0.294457444,1.607919552,0.023529412,100.003937008,100,118.35,183,0.448818898,7,23.7,60,5,0.621609423,0.394330091,0.634369551,7,13,0.417029952,1.200670123,0.183,762,127,30,255,valid_condition_rows_all_recording,253,253,253,50,253,50.715636364,50.382,1.074820787,50.051,52.925,57.03,253,0.715636364,0.382,1.074820787,0.051,2.925,7.03,100,135,50,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,253,49.636363636,50,3.029318022,42,55,62,253,30.615494071,30.78,11.282045496,0.085,44.759,82.599,253,78.731225296,79,12.063279471,43,95,131,253,79.102766798,79,12.199617491,43,95.4,131,252,99.869047619,100,11.31805288,72,118.45,135,252,10.14300763,10,1.165232164,7.407407407,12.048192771,13.888888889,0.019762846,0.019762846,1,0,0,0,0,0,0
T-E4,te4_50ms_run-04,50,4,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay50/delay50_run-4.bag,move_base_computeVelocityCommands/delay50/delay_results-4.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay50_run-4.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay_results-4.csv,31.938,19.094,44.495,25.401,,SUCCEEDED,Goal reached.,no,4.525550931,0.26608184,0.180808092,0.219999999,0.308573271,1.675565151,0.035294118,100,100,116,191,0.566929134,9,16.28125,41,5,0.775313801,0.62105167,0.801032652,7,5,0.381202386,1.171777487,0.191,762,127,32,255,valid_condition_rows_all_recording,253,253,253,50,253,50.42956917,50.302,0.432084565,50.042,51.3066,52.979,253,0.42956917,0.302,0.432084565,0.042,1.3066,2.979,100,127,50,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,253,49.956521739,50,2.89397413,42,55,58,253,28.670355731,29.672,12.144740498,0.1,45.8898,67.672,253,77.019762846,79,12.319957545,45,94,118,253,77.636363636,79,12.399524033,45,94,118,252,99.825396825,100,9.579675834,73,116,127,252,10.112978807,10,1.009086358,7.874015748,11.827731092,13.698630137,0.011857708,0.011857708,1,0,0,0,0,0,0
